province_th,district_th,province_key,district_key,Ss,S1,region,source_standard,source_section,source_table,source_page_pdf,source_standard_page,source_note
กระบี่,เกาะลันตา,กระบี่,เกาะลันตา,0.143,0.089,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กระบี่,เขาพนม,กระบี่,เขาพนม,0.227,0.108,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กระบี่,คลองท่อม,กระบี่,คลองท่อม,0.147,0.129,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กระบี่,ปลายพระยา,กระบี่,ปลายพระยา,0.263,0.1,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กระบี่,เมืองกระบี่,กระบี่,เมืองกระบี่,0.218,0.105,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กระบี่,ลำทับ,กระบี่,ลำทับ,0.158,0.09,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กระบี่,เหนือคลอง,กระบี่,เหนือคลอง,0.195,0.088,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กระบี่,อ่าวลึก,กระบี่,อ่าวลึก,0.267,0.11,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,ด่านมะขามเตี้ย,กาญจนบุรี,ด่านมะขามเตี้ย,0.862,0.316,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,ทองผาภูมิ,กาญจนบุรี,ทองผาภูมิ,0.728,0.2,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,ท่าม่วง,กาญจนบุรี,ท่าม่วง,0.802,0.275,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,ท่ามะกา,กาญจนบุรี,ท่ามะกา,0.481,0.154,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,ไทรโยค,กาญจนบุรี,ไทรโยค,0.747,0.21,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,บ่อพลอย,กาญจนบุรี,บ่อพลอย,0.659,0.197,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,พนมทวน,กาญจนบุรี,พนมทวน,0.452,0.136,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,เมืองกาญจนบุรี,กาญจนบุรี,เมืองกาญจนบุรี,0.642,0.241,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,เลาขวัญ,กาญจนบุรี,เลาขวัญ,0.487,0.138,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,ศรีสวัสดิ์,กาญจนบุรี,ศรีสวัสดิ์,0.752,0.208,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,สังขละบุรี,กาญจนบุรี,สังขละบุรี,0.84,0.234,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,หนองปรือ,กาญจนบุรี,หนองปรือ,0.674,0.199,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาญจนบุรี,ห้วยกระเจา,กาญจนบุรี,ห้วยกระเจา,0.52,0.155,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,กมลาไสย,กาฬสินธุ์,กมลาไสย,0.046,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,กุฉินารายณ์,กาฬสินธุ์,กุฉินารายณ์,0.049,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,เขาวง,กาฬสินธุ์,เขาวง,0.054,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,คำม่วง,กาฬสินธุ์,คำม่วง,0.059,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,ฆ้องชัย,กาฬสินธุ์,ฆ้องชัย,0.046,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,ดอนจาน,กาฬสินธุ์,ดอนจาน,0.048,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,ท่าคันโท,กาฬสินธุ์,ท่าคันโท,0.07,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,นาคู,กาฬสินธุ์,นาคู,0.055,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,นามน,กาฬสินธุ์,นามน,0.05,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,เมืองกาฬสินธุ์,0.048,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,ยางตลาด,กาฬสินธุ์,ยางตลาด,0.048,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,ร่องคำ,กาฬสินธุ์,ร่องคำ,0.045,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,สามชัย,กาฬสินธุ์,สามชัย,0.061,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,สมเด็จ,กาฬสินธุ์,สมเด็จ,0.053,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,สหัสขันธ์,กาฬสินธุ์,สหัสขันธ์,0.055,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,หนองกุงศรี,กาฬสินธุ์,หนองกุงศรี,0.055,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,ห้วยผึ้ง,กาฬสินธุ์,ห้วยผึ้ง,0.052,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กาฬสินธุ์,ห้วยเม็ก,กาฬสินธุ์,ห้วยเม็ก,0.054,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,โกสัมพีนคร,กำแพงเพชร,โกสัมพีนคร,0.469,0.133,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,ขาณุวรลักษบุรี,กำแพงเพชร,ขาณุวรลักษบุรี,0.363,0.108,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,คลองขลุง,กำแพงเพชร,คลองขลุง,0.332,0.104,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,คลองลาน,กำแพงเพชร,คลองลาน,0.496,0.149,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,ทรายทองวัฒนา,กำแพงเพชร,ทรายทองวัฒนา,0.252,0.086,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,ไทรงาม,กำแพงเพชร,ไทรงาม,0.252,0.084,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,บึงสามัคคี,กำแพงเพชร,บึงสามัคคี,0.205,0.077,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,ปางศิลาทอง,กำแพงเพชร,ปางศิลาทอง,0.493,0.147,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,พรานกระต่าย,กำแพงเพชร,พรานกระต่าย,0.433,0.117,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,เมืองกำแพงเพชร,กำแพงเพชร,เมืองกำแพงเพชร,0.434,0.122,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
กำแพงเพชร,ลานกระบือ,กำแพงเพชร,ลานกระบือ,0.327,0.094,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,กระนวน,ขอนแก่น,กระนวน,0.06,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,เขาสวนกวาง,ขอนแก่น,เขาสวนกวาง,0.074,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,โคกโพธิ์ไชย,ขอนแก่น,โคกโพธิ์ไชย,0.05,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,ชนบท,ขอนแก่น,ชนบท,0.048,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,ชุมแพ,ขอนแก่น,ชุมแพ,0.08,0.035,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,ซำสูง,ขอนแก่น,ซำสูง,0.054,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,โนนศิลา,ขอนแก่น,โนนศิลา,0.045,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,น้ำพอง,ขอนแก่น,น้ำพอง,0.064,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,บ้านแฮด,ขอนแก่น,บ้านแฮด,0.049,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,บ้านไผ่,ขอนแก่น,บ้านไผ่,0.047,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,บ้านฝาง,ขอนแก่น,บ้านฝาง,0.056,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,หนองนาคำ,ขอนแก่น,หนองนาคำ,0.087,0.036,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,เปือยน้อย,ขอนแก่น,เปือยน้อย,0.043,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,พระยืน,ขอนแก่น,พระยืน,0.053,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,พล,ขอนแก่น,พล,0.044,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,ภูผาม่าน,ขอนแก่น,ภูผาม่าน,0.11,0.038,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,ภูเวียง,ขอนแก่น,ภูเวียง,0.074,0.034,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,มัญจาคีรี,ขอนแก่น,มัญจาคีรี,0.05,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,เมืองขอนแก่น,ขอนแก่น,เมืองขอนแก่น,0.053,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,แวงน้อย,ขอนแก่น,แวงน้อย,0.045,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,แวงใหญ่,ขอนแก่น,แวงใหญ่,0.047,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,26,12,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,สีชมพู,ขอนแก่น,สีชมพู,0.098,0.037,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,หนองเรือ,ขอนแก่น,หนองเรือ,0.059,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,หนองสองห้อง,ขอนแก่น,หนองสองห้อง,0.042,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ขอนแก่น,อุบลรัตน์,ขอนแก่น,อุบลรัตน์,0.072,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,แก่งหางแมว,จันทบุรี,แก่งหางแมว,0.049,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,ขลุง,จันทบุรี,ขลุง,0.04,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,เขาคิชฌกูฏ,จันทบุรี,เขาคิชฌกูฏ,0.043,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,ท่าใหม่,จันทบุรี,ท่าใหม่,0.044,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,นายายอาม,จันทบุรี,นายายอาม,0.049,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,โป่งน้ำร้อน,จันทบุรี,โป่งน้ำร้อน,0.04,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,มะขาม,จันทบุรี,มะขาม,0.041,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,เมืองจันทบุรี,จันทบุรี,เมืองจันทบุรี,0.041,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,สอยดาว,จันทบุรี,สอยดาว,0.041,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
จันทบุรี,แหลมสิงห์,จันทบุรี,แหลมสิงห์,0.042,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ฉะเชิงเทรา,ท่าตะเกียบ,ฉะเชิงเทรา,ท่าตะเกียบ,0.054,0.034,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ฉะเชิงเทรา,แปลงยาว,ฉะเชิงเทรา,แปลงยาว,0.089,0.042,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ฉะเชิงเทรา,พนมสารคาม,ฉะเชิงเทรา,พนมสารคาม,0.058,0.036,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ฉะเชิงเทรา,สนามชัยเขต,ฉะเชิงเทรา,สนามชัยเขต,0.068,0.038,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชลบุรี,เกาะจันทร์,ชลบุรี,เกาะจันทร์,0.096,0.042,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชลบุรี,เกาะสีชัง,ชลบุรี,เกาะสีชัง,0.153,0.056,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชลบุรี,บ่อทอง,ชลบุรี,บ่อทอง,0.084,0.039,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชลบุรี,บางละมุง,ชลบุรี,บางละมุง,0.117,0.048,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชลบุรี,บ้านบึง,ชลบุรี,บ้านบึง,0.118,0.045,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชลบุรี,พนัสนิคม,ชลบุรี,พนัสนิคม,0.114,0.046,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชลบุรี,ศรีราชา,ชลบุรี,ศรีราชา,0.141,0.049,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
