province_th,district_th,province_key,district_key,Ss,S1,region,source_standard,source_section,source_table,source_page_pdf,source_standard_page,source_note
พิจิตร,เมืองพิจิตร,พิจิตร,เมืองพิจิตร,0.132,0.058,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิจิตร,วชิรบารมี,พิจิตร,วชิรบารมี,0.192,0.07,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิจิตร,วังทรายพูน,พิจิตร,วังทรายพูน,0.109,0.051,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิจิตร,สากเหล็ก,พิจิตร,สากเหล็ก,0.121,0.054,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิจิตร,สามง่าม,พิจิตร,สามง่าม,0.165,0.064,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิษณุโลก,ชาติตระการ,พิษณุโลก,ชาติตระการ,0.418,0.096,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิษณุโลก,นครไทย,พิษณุโลก,นครไทย,0.291,0.07,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิษณุโลก,เนินมะปราง,พิษณุโลก,เนินมะปราง,0.125,0.051,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิษณุโลก,บางกระทุ่ม,พิษณุโลก,บางกระทุ่ม,0.14,0.057,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิษณุโลก,บางระกำ,พิษณุโลก,บางระกำ,0.268,0.08,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิษณุโลก,พรหมพิราม,พิษณุโลก,พรหมพิราม,0.415,0.104,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิษณุโลก,เมืองพิษณุโลก,พิษณุโลก,เมืองพิษณุโลก,0.249,0.074,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิษณุโลก,วังทอง,พิษณุโลก,วังทอง,0.225,0.068,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
พิษณุโลก,วัดโบสถ์,พิษณุโลก,วัดโบสถ์,0.368,0.091,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบุรี,แก่งกระจาน,เพชรบุรี,แก่งกระจาน,0.29,0.111,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบุรี,ชะอำ,เพชรบุรี,ชะอำ,0.223,0.083,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบุรี,ท่ายาง,เพชรบุรี,ท่ายาง,0.207,0.085,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบุรี,บ้านลาด,เพชรบุรี,บ้านลาด,0.191,0.085,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบุรี,บ้านแหลม,เพชรบุรี,บ้านแหลม,0.202,0.089,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบุรี,เมืองเพชรบุรี,เพชรบุรี,เมืองเพชรบุรี,0.179,0.079,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบุรี,หนองหญ้าปล้อง,เพชรบุรี,หนองหญ้าปล้อง,0.269,0.11,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,เขาค้อ,เพชรบูรณ์,เขาค้อ,0.153,0.049,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,ชนแดน,เพชรบูรณ์,ชนแดน,0.079,0.044,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,น้ำหนาว,เพชรบูรณ์,น้ำหนาว,0.2,0.049,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,บึงสามพัน,เพชรบูรณ์,บึงสามพัน,0.06,0.04,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,เมืองเพชรบูรณ์,เพชรบูรณ์,เมืองเพชรบูรณ์,0.11,0.042,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,วังโป่ง,เพชรบูรณ์,วังโป่ง,0.093,0.046,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,วิเชียรบุรี,เพชรบูรณ์,วิเชียรบุรี,0.055,0.039,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,ศรีเทพ,เพชรบูรณ์,ศรีเทพ,0.055,0.04,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,หนองไผ่,เพชรบูรณ์,หนองไผ่,0.065,0.039,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,หล่มเก่า,เพชรบูรณ์,หล่มเก่า,0.221,0.054,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เพชรบูรณ์,หล่มสัก,เพชรบูรณ์,หล่มสัก,0.205,0.052,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แพร่,เด่นชัย,แพร่,เด่นชัย,0.853,0.197,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แพร่,เมืองแพร่,แพร่,เมืองแพร่,0.919,0.214,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แพร่,ร้องกวาง,แพร่,ร้องกวาง,0.795,0.146,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แพร่,ลอง,แพร่,ลอง,0.88,0.185,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แพร่,วังชิ้น,แพร่,วังชิ้น,1.086,0.275,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แพร่,สอง,แพร่,สอง,0.794,0.142,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แพร่,สูงเม่น,แพร่,สูงเม่น,0.854,0.197,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แพร่,หนองม่วงไข่,แพร่,หนองม่วงไข่,0.843,0.191,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ภูเก็ต,กะทู้,ภูเก็ต,กะทู้,0.306,0.13,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ภูเก็ต,ถลาง,ภูเก็ต,ถลาง,0.313,0.129,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ภูเก็ต,เมืองภูเก็ต,ภูเก็ต,เมืองภูเก็ต,0.299,0.129,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,31,17,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,กันทรวิชัย,มหาสารคาม,กันทรวิชัย,0.048,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,กุดรัง,มหาสารคาม,กุดรัง,0.045,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,แกดำ,มหาสารคาม,แกดำ,0.043,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,โกสุมพิสัย,มหาสารคาม,โกสุมพิสัย,0.047,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,ชื่นชม,มหาสารคาม,ชื่นชม,0.053,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,เชียงยืน,มหาสารคาม,เชียงยืน,0.05,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,นาเชือก,มหาสารคาม,นาเชือก,0.042,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,นาดูน,มหาสารคาม,นาดูน,0.04,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,บรบือ,มหาสารคาม,บรบือ,0.044,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,พยัคฆภูมิพิสัย,มหาสารคาม,พยัคฆภูมิพิสัย,0.039,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,เมืองมหาสารคาม,มหาสารคาม,เมืองมหาสารคาม,0.045,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,ยางสีสุราช,มหาสารคาม,ยางสีสุราช,0.04,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มหาสารคาม,วาปีปทุม,มหาสารคาม,วาปีปทุม,0.041,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มุกดาหาร,คำชะอี,มุกดาหาร,คำชะอี,0.052,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มุกดาหาร,ดงหลวง,มุกดาหาร,ดงหลวง,0.06,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มุกดาหาร,ดอนตาล,มุกดาหาร,ดอนตาล,0.045,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มุกดาหาร,นิคมคำสร้อย,มุกดาหาร,นิคมคำสร้อย,0.047,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,เมืองมุกดาหาร,0.052,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มุกดาหาร,หนองสูง,มุกดาหาร,หนองสูง,0.048,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
มุกดาหาร,หว้านใหญ่,มุกดาหาร,หว้านใหญ่,0.062,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แม่ฮ่องสอน,ขุนยวม,แม่ฮ่องสอน,ขุนยวม,0.888,0.208,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แม่ฮ่องสอน,ปางมะผ้า,แม่ฮ่องสอน,ปางมะผ้า,1.059,0.27,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แม่ฮ่องสอน,ปาย,แม่ฮ่องสอน,ปาย,1.019,0.269,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,0.962,0.227,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แม่ฮ่องสอน,แม่ลาน้อย,แม่ฮ่องสอน,แม่ลาน้อย,0.837,0.199,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แม่ฮ่องสอน,แม่สะเรียง,แม่ฮ่องสอน,แม่สะเรียง,0.832,0.195,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
แม่ฮ่องสอน,สบเมย,แม่ฮ่องสอน,สบเมย,0.834,0.201,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยโสธร,กุดชุม,ยโสธร,กุดชุม,0.041,0.025,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยโสธร,ค้อวัง,ยโสธร,ค้อวัง,0.035,0.023,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยโสธร,คำเขื่อนแก้ว,ยโสธร,คำเขื่อนแก้ว,0.037,0.024,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยโสธร,ทรายมูล,ยโสธร,ทรายมูล,0.04,0.025,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยโสธร,ไทยเจริญ,ยโสธร,ไทยเจริญ,0.041,0.025,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยโสธร,ป่าติ้ว,ยโสธร,ป่าติ้ว,0.038,0.024,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยโสธร,มหาชนะชัย,ยโสธร,มหาชนะชัย,0.036,0.024,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยโสธร,เมืองยโสธร,ยโสธร,เมืองยโสธร,0.039,0.025,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยโสธร,เลิงนกทา,ยโสธร,เลิงนกทา,0.043,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยะลา,กรงปินัง,ยะลา,กรงปินัง,0.066,0.066,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยะลา,กาบัง,ยะลา,กาบัง,0.071,0.072,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยะลา,ธารโต,ยะลา,ธารโต,0.071,0.071,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยะลา,บันนังสตา,ยะลา,บันนังสตา,0.067,0.066,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยะลา,เบตง,ยะลา,เบตง,0.078,0.076,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยะลา,เมืองยะลา,ยะลา,เมืองยะลา,0.064,0.064,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยะลา,ยะหา,ยะลา,ยะหา,0.067,0.068,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ยะลา,รามัน,ยะลา,รามัน,0.062,0.062,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,เกษตรวิสัย,ร้อยเอ็ด,เกษตรวิสัย,0.038,0.025,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,จตุรพักตรพิมาน,ร้อยเอ็ด,จตุรพักตรพิมาน,0.04,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,จังหาร,ร้อยเอ็ด,จังหาร,0.044,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,เชียงขวัญ,ร้อยเอ็ด,เชียงขวัญ,0.043,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,ทุ่งเขาหลวง,ร้อยเอ็ด,ทุ่งเขาหลวง,0.041,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,ธวัชบุรี,ร้อยเอ็ด,ธวัชบุรี,0.042,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,ปทุมรัตต์,ร้อยเอ็ด,ปทุมรัตต์,0.039,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,พนมไพร,ร้อยเอ็ด,พนมไพร,0.038,0.024,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,โพธิ์ชัย,ร้อยเอ็ด,โพธิ์ชัย,0.044,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ร้อยเอ็ด,โพนทราย,ร้อยเอ็ด,โพนทราย,0.037,0.024,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,32,18,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
